"","INSTNM_ZIP","AVG(ADM_RATE_ALL)","AVG(SAT_AVG_ALL)","AVG(COSTT4_A)","AVG(C150_4)","AVG(PCTFLOAN)","AVG(UG25abv)","AVG(PAR_ED_N)","AVG(PAR_ED_PCT_1STGEN)","AVG(PCTPELL)","AVG(DEBT_MDN)","AVG(gt_25k_p6)","AVG(NONCOM_RPY_5YR_RT)","AVG(UGDS)","AVG(female)","AVG(married)","AVG(dependent)","AVG(veteran)","AVG(first_gen)","AVG(md_faminc)","AVG(pct_ba)","AVG(pct_grad_prof)","AVG(pct_born_us)","AVG(median_hh_inc)","AVG(poverty_rate)","AVG(unemp_rate)","AVG(loan_ever)"
"245","avera mckennan hospital school of radiologic tech-57101",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","avera mckennan hospital school of radiologic tech-57117-504",0.1043,970,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,24,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"247","avera mckennan hospital school of radiologic tech-57117-5045",0.125,1050,28670.9630987533,0.51127113245952,0.587502629787908,0.1364,0,0,0.353911819782575,0,0,0.330504575067643,16,0.76999998092651,0.15000000596046,0.76999998092651,0,0.5,65095,16.0400009155273,5.26000022888183,98.1800003051758,57176.83,5.51999998092651,1.53999996185302,0.85000002384185
"248","avera mckennan hospital school of radiologic tech-571175045",0.1639,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,0,0.644408797758188,0.330504575067643,10,1,0.14000000059604,0.86000001430511,0,0.37999999523162,69573.5,15,5.38999986648559,97.9499969482422,49254.21,8.46000003814697,2.08999991416931,1
"249","avera mckennan hospital school of radiologic technology-57117-5045",0.0816,943.333333333333,28670.9630987533,0.51127113245952,0.481,0.15756,1.11111111111111,0,0.1351,0,0,0,20.8888888888889,0.75,0,0.87999999523162,0,0.4699999988079,54180,15.8100004196167,5.55999994277954,97.1800003051758,54229.63,6.78000020980835,2.17000007629394,1
"250","avera sacred heart hospital-57078",0.151166666666667,980,28670.9630987533,0.51127113245952,0.587502629787908,0.2277,9.25,0,0.353911819782575,0,0,0.330504575067643,15.25,0.81499999761581,0.28500000014901,0.560000017285345,0,0.35500000417232,44332.25,12.0650000572204,4.76999998092651,98.2849998474121,46083.875,7.38499999046326,1.98499995470047,1
"251","avera sacred heart hospital-57078-3899",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0,0.236125,0,0,0,0,0,0.330504575067643,15.625,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"252","averett university-24541",0.759238461538461,936.923076923077,33141.8,0.412230769230769,0.72138,0.319842857142857,925.461538461538,0.478568692615385,0.446233333333333,14370.4230769231,0.742456603050226,0.648293369238333,1342.61538461538,0.59666667381922,0.316666672627123,0.44000000754992,0.09000000357627,0.509999990463253,52896.8333333333,13.3333333333333,7.35666672388712,94.4699986775716,57988.0533333333,8.48333326975504,3.13666669527689,0.97333335876464
"253","averett university-non-traditional programs-24541",0.662871428571429,926.857142857143,22709.5,0.35715,0.51078,0.919875,953.714285714286,0.456947576142857,0.240283333333333,16563.4285714286,0.734992523988083,0.648293369238333,964.428571428571,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"254","aviator college of aeronautical science and technology-34946",0.7663,1000,73791,0.51127113245952,0.13025,0.49535,0,0,0.0929,1777.75,0,0,110.25,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"255","avila college-64131",0.679395816368601,1047.4372451298,28670.9630987533,0.4432,0.587502629787908,0.4385,385,0.402597403,0.353911819782575,13798,0.644408797758188,0.330504575067643,901,0.68000000715255,0.17000000178813,0.54000002145767,0.01999999955296,0.40000000596046,44954,20.4799995422363,9.89000034332275,94.9800033569336,68996.8,5.84000015258789,2.77999997138977,0.95999997854232
"256","avila college-64145",0.6027,930,28670.9630987533,0.409725,0.587502629787908,0.4426,523,0.39922371325,0.353911819782575,13052.875,0.644408797758188,0.330504575067643,965,0.660000026226035,0.20000000298023,0.55000001192092,0.0249999994412,0.3999999910593,51437.75,18.3649997711181,9.25999975204467,94.5849990844726,65155.735,6.68499994277954,2.93499994277954,0.96500000357627
"257","avila university-64145-169",0.4988,1008,28670.9630987533,0.4071,0.587502629787908,0.250195175645098,670,0.394029851,0.353911819782575,14045.5,0.644408797758188,0.330504575067643,1060,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"258","avila university-64145-1698",0.531063636363636,1018.27272727273,32112.4,0.415763636363636,0.75572,0.354533333333333,713.272727272727,0.377503052727273,0.39945,15168.3181818182,0.738436353206632,0.778390666613667,1152.81818181818,0.66000002622604,0.174999997019765,0.56999999284744,0.01999999955296,0.39499999582767,52620,19.085000038147,9.63500022888184,94.3849983215332,67395.905,6.04500007629394,2.82999992370605,0.97500002384185
"259","azusa pacific online university-91740",0.688166666666667,1098.33333333333,26581.5,0.51127113245952,0.7983,0.74185,3788.66666666667,0.344658994666667,0.47555,19421.6666666667,0.68786805868148,0,408.333333333333,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"260","azusa pacific university-917007000",0.679395816368601,1047.4372451298,28670.9630987533,0.509466666666667,0.587502629787908,0.18335,1858.66666666667,0.344192085333333,0.353911819782575,14708.3333333333,0.644408797758188,0.330504575067643,2738.75,0.65500000119209,0.284999996423715,0.51499998569488,0.034999999217685,0.35000000894069,62711,15.5100002288818,8.19500017166137,76.8199996948242,71156.825,8.88000011444091,4.01499998569488,0.97500002384185
"261","azusa pacific university-91702-700",0.8261,1074,28670.9630987533,0.6225,0.587502629787908,0.250195175645098,2688,0.314732143,0.353911819782575,15601.5,0.644408797758188,0.330504575067643,4441,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"262","azusa pacific university-91702-7000",0.710190909090909,1089.18181818182,41595.2,0.638436363636364,0.6068,0.153283333333333,3010,0.327814042545455,0.256983333333333,17279.4090909091,0.75412851572036,0,5125.36363636364,0.66000002622604,0.214999996125695,0.609999984502785,0.0249999994412,0.320000007748595,71219.25,16.6449995040893,8.74499988555907,79.3600006103515,73090.515,8.12499999999999,3.88499999046325,0.98000001907348
"263","azusa pacific university-917027000",0.7572,1067,28670.9630987533,0.617,0.587502629787908,0.1754,2287,0.355044177,0.353911819782575,15062.5,0.644408797758188,0.330504575067643,3653,0.6700000166893,0.27000001072883,0.56000000238418,0.02999999932944,0.36000001430511,70287,16.3700008392334,8.64999961853027,79.5800018310547,72149.97,8.23999977111816,3.89000010490417,0.97000002861022
"264","babson college-02457-031",0.3672,1195,28670.9630987533,0.855,0.587502629787908,0.250195175645098,470,0.138297872,0.353911819782575,16780,0.644408797758188,0.330504575067643,1697,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"265","babson college-02457-0310",0.365081818181818,1254.36363636364,54718,0.882318181818182,0.39202,0.00663333333333333,477.181818181818,0.167620198090909,0.156233333333333,19430.5909090909,0.905488371849056,0,1871.36363636364,0.424999997019765,0.01999999955296,0.90500000119209,0,0.14000000059604,85595,22.2349996566772,15.7750005722046,84.939998626709,83502.525,5.9300000667572,2.82000005245208,0.98500001430511
"266","babson college-2157",0.679395816368601,1047.4372451298,28670.9630987533,0.8077,0.587502629787908,0.0171,420,0.2,0.353911819782575,16125,0.644408797758188,0.330504575067643,1659.5,0.43000000715255,0.00999999977648,0.95999997854232,0,0.20000000298023,86050,22.8400001525878,16.9799995422363,85.8899993896484,85385.66,5.57999992370605,2.75,0.99000000953674
"267","babson college-2457",0.679395816368601,1047.4372451298,28670.9630987533,0.812,0.587502629787908,0.0112,415,0.200145688,0.353911819782575,16125,0.644408797758188,0.330504575067643,1693,0.37000000476837,0.01999999955296,0.94999998807907,0,0.20000000298023,85498,22.8500003814697,15.9399995803833,87.0899963378906,84604.54,5.26000022888183,2.67000007629394,1
"268","babson college-24570310",0.3457,1250,28670.9630987533,0.8293,0.587502629787908,0.0093,429.5,0.200580386,0.353911819782575,17125,0.644408797758188,0.330504575067643,1719,0.43999999761581,0.00999999977648,0.95999997854232,0,0.18999999761581,99086.5,22.3799991607666,15.9300003051757,87.5199966430664,85636.57,4.98999977111816,2.74000000953674,0.99000000953674
"269","bacone college-74403-159",0.679395816368601,1047.4372451298,28670.9630987533,0.1402,0.587502629787908,0.250195175645098,614,0.517915309,0.353911819782575,6625,0.644408797758188,0.330504575067643,751,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"270","bacone college-74403-1597",0.508622222222222,847.222222222222,23833.6,0.120045454545455,0.89396,0.305816666666667,801,0.490540001090909,0.724983333333333,8003.77272727273,0.513428521156308,0.456358456358333,887.636363636364,0.49500000476837,0.200000002980225,0.604999989271155,0.01499999966472,0.515000015497205,29764.75,10.9400000572204,5.41499996185303,95.6599998474121,44325.92,13.9050002098083,3.95500016212463,0.879999995231625
"271","bacone college-744031597",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.349233333333333,497.4,0.4947596768,0.353911819782575,3211.7,0.644408797758188,0.330504575067643,384,0.610000004371003,0.246666659911467,0.506666650374723,0.02333333281179,0.493333329757053,21873.1666666667,10.5466667811075,5.59333340326944,97.0966669718425,41594.2366666667,14.2966664632161,3.96333336830139,0.70000000794728
"272","bainbridge college-31717",0.5846,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.3798,555,0.6028131265,0.353911819782575,3468.33333333333,0.644408797758188,0.330504575067643,1302.8,0.749999999999997,0.280000001192087,0.389999995628987,0.0433333323647533,0.593333323796587,19263.5,7.28000005086263,4.36999988555908,97.5000025431315,38893.63,18.0933335622151,3.65000001589457,0.409999996423717
"273","bainbridge college-39819",0.791525,915.333333333333,8771.75,0.51127113245952,0.5563,0.4889,1556.2,0.5990730131,0.75636,5795,0.404628139734266,0,2778,0.72000002861022,0.245000004768365,0.35999999940395,0.04499999992549,0.624999999999995,16756.5,8.32500004768372,4.7849998474121,97.1700019836426,40410.17,17.5699996948241,3.75999999046326,0.45499999821186
"274","baker university college of arts and sciences-66006",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.0176,820,0.4131059355,0.353911819782575,12259.25,0.644408797758188,0.330504575067643,773.666666666667,0.57999998331069,0.28999999165534,0.46000000834465,0.05999999865889,0.40999999642372,63962,22.6000003814697,11.6400003433227,94.6500015258789,70727.96,4.76999998092651,2.46000003814697,0.99000000953674
"275","baker university college of arts and sciences-66006-006",0.8117,1087,28670.9630987533,0.5808,0.587502629787908,0.250195175645098,1076,0.43401487,0.353911819782575,14499,0.644408797758188,0.330504575067643,807,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"276","baker university college of arts and sciences-66006-0065",0.798033333333333,1083,28670.9630987533,0.603066666666667,0.587502629787908,0.02985,1132.33333333333,0.420572123666667,0.353911819782575,14958,0.824363023042675,0.330504575067643,857,0.60000002384185,0.290000006556505,0.45000000298023,0.05000000074505,0.42499999701976,60344.5,19.7349996566772,10.0650000572205,94.8899993896484,67288.15,5.57500004768371,2.55499994754791,0.98000001907348
"277","baker university college of arts and sciences-660060065",0.8121,1070,28670.9630987533,0.51127113245952,0.587502629787908,0.03525,1004.66666666667,0.433607577666667,0.353911819782575,14069.3333333333,0.644408797758188,0.330504575067643,810.5,0.629999995231625,0.31000000238418,0.420000001788135,0.05000000074505,0.43000000715255,61755,20.0749998092651,10.4200000762939,95.0150032043456,66713.695,5.49999999999999,2.52999997138977,0.98500001430511
"278","baker university sch of prof and grad studies-spgs-66210",0.84605,1081,28670.9630987533,0.51127113245952,0.587502629787908,0.8479,1074.4,0.429998934,0.353911819782575,14199.8,0.8075658082962,0.330504575067643,861.5,0.620000004768365,0.29500000178813,0.43500000238418,0.05000000074505,0.43000000715255,59831,19.7749996185302,10.1700000762939,95.0050010681152,66674.525,5.60999989509582,2.56499993801116,0.98000001907348
"279","baker university sch of prof and grad studies-spgs-662111522",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.90385,851.333333333333,0.419094693666667,0.353911819782575,12825.5,0.644408797758188,0.330504575067643,679,0.59999999403953,0.31000000238418,0.435000002384185,0.05499999970197,0.420000001788135,64040.5,21.5200004577637,11.1350002288818,94.7600021362305,68811.84,5.14000010490417,2.49500000476837,0.99000000953674
"280","baker university school of nursing-66604-135",0.8117,1087,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,1076,0.43401487,0.353911819782575,14499,0.644408797758188,0.330504575067643,132,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"281","baker university school of nursing-66604-1353",0.798033333333333,1083,28670.9630987533,0.51127113245952,0.587502629787908,0.3097,1132.33333333333,0.420572123666667,0.353911819782575,14958,0.824363023042675,0.330504575067643,119,0.60000002384185,0.290000006556505,0.45000000298023,0.05000000074505,0.42499999701976,60344.5,19.7349996566772,10.0650000572205,94.8899993896484,67288.15,5.57500004768371,2.55499994754791,0.98000001907348
"282","baker university school of nursing-666041353",0.739144444444444,1071.55555555556,28670.9630987533,0.51127113245952,0.587502629787908,0.34,1112.5,0.4021775931,0.353911819782575,18049.5,0.796241521835323,0.828116897148667,100,0.63999998569488,0.28999999165534,0.43000000715255,0.05000000074505,0.43000000715255,59391,19.7099990844726,10.2100000381469,95.1600036621093,66531.67,5.48999977111816,2.52999997138977,0.98000001907348
"283","baker university school of nursing-666061353",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.4133,851.333333333333,0.419094693666667,0.353911819782575,12825.5,0.644408797758188,0.330504575067643,91.5,0.59999999403953,0.31000000238418,0.435000002384185,0.05499999970197,0.420000001788135,64040.5,21.5200004577637,11.1350002288818,94.7600021362305,68811.84,5.14000010490417,2.49500000476837,0.99000000953674
