UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
215284,214731,161253,211361,214625,218742,162584,209506,183044,147703,213507,159568,161226,214643,214704,219806
215293,204796,174066,181464,199193,228778,137351,104179,157085,201885,139755,236948,157289,145600,110680,139940
215309,420538,171128,215266,196185,149772,232566,181765,183080,219356,178615,176080,161226,176017,144892,196200
215424,150215,223001,144014,196884,146977,131973,160029,157298,173896,127273,15178601,10704401,450304,19457801,191320
215442,156286,208488,211583,213367,173328,11917301,168005,110361,148487,212984,219709,196592,206622,190716,207458
215619,195580,175139,203997,186122,122603,21510501,139348,179317,206215,215813,124283,216816,177092,177278,173179
215628,246345,178518,210368,150288,147031,220871,157207,15178601,227289,224305,173896,127273,157298,10704401,176600
215655,15468802,15468801,19554401,206862,152600,130253,194958,195003,179894,186283,129242,193584,130226,185572,148584
215691,144962,206437,214272,201548,165529,183910,217536,212832,214069,120184,236230,165699,204936,116712,102049
215743,198136,154688,208822,142461,198066,230995,154350,147828,238616,219976,194958,151263,195164,130253,201654
215770,163046,206622,219709,207458,236595,121309,209825,181002,117946,165662,137847,156286,213367,173045,236577
215798,165936,168281,220710,228343,184348,204909,213385,150774,163976,218070,140696,146481,216524,125763,179955
215813,21510501,139348,122603,179317,195580,175139,206215,177278,124283,177092,186122,215619,203997,239424,195155
215929,195234,216931,121691,221971,239080,164739,176479,183211,177968,184773,150066,140447,195128,240107,233541
215947,139393,150604,120537,213996,216542,166850,212656,475200,221661,190248,204468,213358,167394,212197,117751
216010,235097,213349,212160,141334,229814,196121,214041,144892,149231,211644,167987,154095,240329,181783,196200
216038,139861,176965,196194,240189,155681,197869,156620,196246,181783,196149,240462,240417,240480,213020,170082
216047,239637,195438,167464,441609,434937,446604,245777,125718,148885,165945,476601,205124,186186,163532,194736
216278,150400,210669,150756,206589,150455,174844,156408,230816,191630,179946,209065,203535,154527,181020,211291
216287,197133,212911,198385,121345,213385,115409,164465,112260,121257,218070,399911,228343,195304,168218,123165
216311,192624,194657,149329,197647,193247,126076,196431,189273,405058,431983,196583,444413,189264,405854,375230
216339,186399,199148,122409,209807,448886,185828,126562,178402,156125,228769,206084,407009,220862,151111,420574
216357,197911,15336601,204185,480189,156213,228468,204635,239071,203845,199069,189848,201654,228981,230047,144971
216366,148511,223223,179812,193405,215123,190424,196255,220792,140562,166869,112525,143853,177719,228909,209490
216463,439817,126979,216816,366793,206288,195155,154837,206215,177092,177126,177278,239424,124283,455099,122603
216524,204909,146481,233295,228343,195304,218070,399911,197133,198385,149781,195474,166018,125763,213385,212911
216542,120537,212656,150604,215947,213358,166850,139393,221661,204468,167394,211981,149505,198899,213303,167251
216597,129242,130226,195003,192819,193584,185572,193973,211088,186283,201195,179894,19554401,152600,191931,15468801
216667,195474,167996,204909,233295,216524,166018,146481,149781,125763,179955,218070,228343,198385,197133,199865
216694,179964,107044,202763,140818,230995,245865,179326,198561,151801,206048,216931,156286,206835,215442,201195
216764,170082,187134,184782,187444,140164,214607,149231,123572,217420,214041,165024,433660,185590,185262,110565
216807,153162,173647,154350,168546,189088,203128,198066,156745,161004,168342,204501,160959,170532,150756,143084
216816,206288,366793,177126,206215,122603,195155,239424,177092,203997,455099,179317,139348,175139,177278,124283
216852,188429,186584,191649,132471,149514,110097,145619,195720,178059,109785,121150,238430,131113,213011,117140
216931,195234,239080,233541,215929,177968,121691,213826,183211,240107,150066,195128,184773,221971,176479,140447
217013,137564,152992,157076,154004,180258,150145,156356,217633,190983,129774,153825,166948,134079,198835,238078
217040,363712,137777,164474,219842,213631,172705,185758,145275,151865,154536,213446,183804,194675,167464,152451
217059,198516,236452,150534,165671,164173,233426,238476,231059,217518,183275,180984,137546,238458,183239,213987
217156,198419,130794,195030,166027,166683,110404,147767,190415,182670,139658,179867,168148,221999,215062,152080
217165,144962,237066,102049,236230,206437,201548,204936,165699,214069,212832,217536,165529,214272,129242,216597
217235,129525,111948,143358,166452,222178,110413,154235,232706,167899,212601,112075,153269,192323,235316,217402
217402,153269,192323,129428,235316,232706,111948,222178,224323,129525,143358,122931,212601,217235,167899,112075
217420,206941,167729,149231,433660,157447,165024,169798,140164,214041,151379,187444,123572,128771,152248,214607
217484,163268,206604,232186,203517,166513,217882,178420,126775,161253,183044,170082,214607,130943,216339,231174
217493,109651,140951,430810,192110,129428,217402,163295,233374,111081,168421,195030,143048,153269,196413,167057
217518,195243,215114,199032,164085,203580,157809,199962,213996,195474,130226,201195,185572,190761,201548,204909
217536,204936,236230,201548,214069,237066,183974,204200,165529,102049,144962,206437,183910,217165,165699,214272
217606,165945,125718,213400,148885,177816,142090,260947,476601,135364,170091,195155,211130,239424,175139,455099
217624,176406,140720,234164,140960,217721,225575,198756,102270,106306,176318,101912,220598,107600,102298,197993
217633,166391,190983,153126,198835,147244,153825,180258,154004,237312,217013,166948,106713,448804,238078,137564
217688,446932,174899,210775,220613,226231,197045,113698,203775,133553,162760,220516,161165,205957,170806,217961
217721,140720,234164,107600,101912,218399,228884,101675,217624,199643,218919,101073,220604,132602,133526,199582
217749,172705,164474,213631,145275,480301,151865,219842,185758,154536,213446,443410,182661,217040,448239,110185
217776,147013,206862,215655,194161,194958,15468802,15468801,177418,137476,19554401,130253,193353,179894,190725,152600
217819,377564,226833,448840,159416,168430,229018,178396,178615,231712,126818,240444,151342,209551,218663,199218
217864,179566,199218,130493,142115,221740,171146,148654,138789,139366,219602,110510,10236801,10236803,232423,170082
217873,102298,176318,102377,160904,179946,158802,176406,220181,150455,101073,239628,220598,206589,156295,209065
217882,232186,178420,166513,217484,126775,206604,163268,203517,196079,231624,130943,166629,129020,228246,187134
217907,176947,140234,181127,139630,237118,141167,152363,218414,107141,202514,220701,221731,146825,152567,224527
217925,226383,213987,215114,150534,115214,102234,176619,199315,176451,21997601,16822703,16822701,16822702,169099,233842
217934,175421,177065,230807,177214,147660,136330,199607,168786,225247,118888,164562,168254,211468,217961,169983
217961,174899,217688,220613,162760,446932,133553,226231,113698,203775,205957,210775,197045,220516,130314,141325
217998,197230,230898,221519,124292,446048,218539,167996,238476,183275,213251,230940,169080,162654,181446,232025
218061,218724,147703,162584,240277,161253,231712,215284,211361,196185,235167,213613,183044,163912,214768,129215
218070,213385,228343,197133,198385,149781,212911,204909,216287,115409,168281,216524,233295,195304,146481,166018
218229,174075,214810,196246,196158,196194,183062,216038,139861,23693902,214670,213020,139630,214689,196149,159647
218238,138293,15336601,204635,189848,203845,480189,197911,201654,228981,204185,156213,144971,228468,216357,221014
218335,106263,229337,435000,166708,176026,196307,231970,209490,181428,110699,159373,163259,229300,228653,228644
218399,228884,132602,101675,107600,220598,199582,101073,218919,106412,102270,217721,225885,199643,229887,133526
218414,152363,154749,224527,152567,237118,181330,145372,168528,140234,201371,217907,146825,221731,199458,181127
218441,101693,141185,140872,206330,104586,161563,206507,207689,232025,173452,107141,181127,188182,174491,153825
218539,154527,181020,156408,168591,191630,213251,164216,216278,150400,150756,210669,209065,153108,203535,150455
218645,214704,214731,196042,447689,141981,214670,197027,139311,216764,161226,187444,178420,214652,232186,166629
218654,100812,237932,178341,229814,161341,199069,178387,214795,200059,210429,197911,228468,214652,218229,216357
218663,126818,178396,209551,139959,234030,221759,240444,134097,104151,230764,170976,134130,100663,100706,200332
218672,204662,237701,187976,23693902,236939,240480,181765,197869,196158,196194,207388,139861,196246,234085,159647
218724,206914,187046,240277,198464,129215,23693901,23693903,150136,209542,153658,155399,149222,200280,213613,233277
218733,133650,199102,159009,162007,221838,163453,229063,227526,224554,227881,198507,169248,213020,228705,160621
218742,214829,166692,145813,436818,215284,167987,209506,218645,214704,214810,161226,221014,243780,214731,207500
218751,240213,143978,21036802,21036801,15483701,23384201,166717,142832,454838,437316,459745,179450,149028,374024,110778
218919,206491,218399,107600,101073,102377,101675,225885,199582,199643,132602,217721,228884,201690,220604,133526
218964,171137,233277,211158,141264,237011,228802,154095,174783,110538,157951,159717,106704,212115,240365,164076
218973,212009,145646,212674,239017,128902,212577,196866,170532,170301,237057,143084,130697,162654,222983,213668
219000,180595,198695,177339,146339,209409,444990,198969,153375,164720,123651,219383,235769,101435,226587,154013
219046,237367,219082,183062,213613,196167,139764,240462,240189,240277,240471,235167,240480,207722,213020,216038
219082,219046,196167,183062,213613,139764,237367,173124,240426,181783,219471,175272,155681,240417,207388,240462
219091,172440,231554,153621,153250,180106,155511,153001,200156,16947905,16947904,16947909,16947910,16947918,219198,16947915
219198,155511,153001,155973,225548,231554,177542,154590,155414,153621,16947904,16947905,16947909,16947910,16947918,16947907
219240,14736902,14736901,108861,120795,169099,233842,176619,176451,165705,112127,21997601,190080,459736,16822702,16822703
219259,170639,180948,237330,180522,200059,180692,161226,237385,215266,209506,230931,200572,180416,219356,181215
219295,180106,237969,153001,155973,153621,172440,155511,154855,219091,177542,16947907,16947912,16947915,16947910,219198
219347,240268,228802,200280,240329,155399,154095,155317,153603,237011,233277,101879,209542,198464,240365,211158
219356,240727,176017,171128,178411,200280,180461,155399,232566,161253,230728,219471,238032,150136,180489,178624
219383,209409,177339,180595,123651,146339,101435,198969,155636,219000,153375,198695,154013,226587,235769,211468
219471,159647,207388,204857,219356,200280,172699,230728,105330,150136,240727,183062,182290,240189,180489,175272
219505,439613,247825,444778,388520,447953,139153,440794,110918,146728,201858,246345,215628,444398,243498,227289
219602,10236801,10236803,138789,139366,142115,179566,221740,130493,171146,100830,217864,148654,110510,199218,206941
219639,455664,15483701,21036801,21036802,23384201,143978,240213,193894,179450,459745,142832,437316,209296,110307,220996
219709,206622,215770,213367,156286,163046,165662,209825,207458,117946,236595,181002,227845,236577,168005,215099
219718,172264,220215,155900,204194,220516,141167,151801,221953,182458,156365,198561,107141,114813,154493,204264
219790,207403,206835,145372,142522,445267,202514,168528,224527,176947,150941,107141,146825,151777,152530,154749
219806,159568,213507,133711,153126,204185,166850,190983,156213,177542,204635,198835,15336601,217633,198899,237969
219833,199412,134945,195544,150163,197197,229267,114813,207324,176628,117627,192703,148335,168290,144281,245883
219842,172705,154536,185758,213631,164474,151865,145275,213446,217040,443340,166045,178679,123280,137777,366793
219949,245892,155812,163462,197911,176628,201104,165529,198136,147660,174899,226231,446932,220516,204194,197045
219976,137847,173045,121309,151263,147679,159656,207458,181002,173665,209825,189705,169716,236577,156286,236595
220075,138354,127741,198464,151324,240365,211158,180489,174783,238032,149222,106704,155317,157951,172699,440828
220181,158802,160904,198756,197993,225575,140553,141060,131520,198613,192864,454184,217873,138947,209922,148849
220206,198598,181093,105899,181738,414878,174437,245953,11577301,168227,151786,171881,210304,107877,195173,214883
220215,172264,204194,155900,204264,182458,219718,173452,153108,240471,203085,154527,136330,150163,236230,181127
220473,237136,189981,200873,446233,223117,204990,246789,192165,181376,142090,125718,202903,213640,143659,192040
220516,197045,226231,210775,133553,174899,217688,161165,446932,220613,170806,203775,162760,113698,205957,217961
220552,153418,101116,127945,447661,447069,402615,458885,474702,450492,367024,112394,475121,443924,106102,105516
